seed,benchmark,problem,metric,method,reference,value,reference_value,delta,relative_delta,gate_status
1001,RTLLM,Prob004_adder_8bit,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,34,29,5,0.172414,pass
1001,RTLLM,Prob004_adder_8bit,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,34,28,6,0.214286,pass
1001,RTLLM,Prob015_multi_pipe_8bit,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,13,13,0,0.000000,pass
1001,RTLLM,Prob015_multi_pipe_8bit,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,13,13,0,0.000000,pass
1001,RTLLM,Prob024_fsm,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,27,19,8,0.421053,pass
1001,RTLLM,Prob024_fsm,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,25,16,9,0.562500,pass
1001,RTLLM,Prob037_parallel2serial,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,17,21,-4,-0.190476,pass
1001,RTLLM,Prob037_parallel2serial,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,17,18,-1,-0.055556,pass
1001,RTLLM,Prob041_traffic_light,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,24,21,3,0.142857,pass
1001,RTLLM,Prob041_traffic_light,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,24,20,4,0.200000,pass
1001,RTLLM,Prob045_alu,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,19,11,8,0.727273,pass
1001,RTLLM,Prob045_alu,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,19,10,9,0.900000,pass
1001,RTLLM,Prob049_signal_generator,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,38,17,21,1.235294,pass
1001,RTLLM,Prob049_signal_generator,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,38,17,21,1.235294,pass
1001,VerilogEval-Spec-to-RTL,Prob098_circuit7,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,16,34,-18,-0.529412,yield_warning
1001,VerilogEval-Spec-to-RTL,Prob098_circuit7,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,16,34,-18,-0.529412,yield_warning
1001,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,18,28,-10,-0.357143,pass
1001,VerilogEval-Spec-to-RTL,Prob116_m2014_q3,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,18,28,-10,-0.357143,pass
1001,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,25,37,-12,-0.324324,pass
1001,VerilogEval-Spec-to-RTL,Prob135_m2014_q6b,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,25,37,-12,-0.324324,pass
1001,VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,6,21,-15,-0.714286,yield_warning
1001,VerilogEval-Spec-to-RTL,Prob150_review2015_fsmonehot,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,6,21,-15,-0.714286,yield_warning
1001,VerilogEval-Spec-to-RTL,Prob151_review2015_fsm,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,3,2,1,0.500000,small_n
1001,VerilogEval-Spec-to-RTL,Prob151_review2015_fsm,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,3,2,1,0.500000,small_n
1001,VerilogEval-Spec-to-RTL,Prob153_gshare,functionality_count,fused_rtl_state_pipeline_qd,classic_revolution,20,13,7,0.538462,pass
1001,VerilogEval-Spec-to-RTL,Prob153_gshare,valid_ppa_count,fused_rtl_state_pipeline_qd,classic_revolution,19,13,6,0.461538,pass
