benchmark,problem,circuit_type,ref_area,ref_power,ref_eff_clk_period,summary_path
RTLLM,Prob004_adder_8bit,combinational,46,0.00301,0,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob004_adder_8bit/Prob004_adder_8bit_summary.json
RTLLM,Prob015_multi_pipe_8bit,sequential,980,0.0898,0.82,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Prob015_multi_pipe_8bit_summary.json
RTLLM,Prob024_fsm,combinational,46,0.00695,0,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Prob024_fsm_summary.json
RTLLM,Prob037_parallel2serial,sequential,50,0.00453,0.27,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob037_parallel2serial/Prob037_parallel2serial_summary.json
RTLLM,Prob041_traffic_light,combinational,170,0.0324,0,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Prob041_traffic_light_summary.json
RTLLM,Prob045_alu,combinational,2225,0.114,0,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob045_alu/Prob045_alu_summary.json
RTLLM,Prob049_signal_generator,sequential,94,0.00467,0.43,/tmp/rtllm_final_analysis_input/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob049_signal_generator/Prob049_signal_generator_summary.json
