scope,name,method,reference,metric,value,reference_value,delta,relative_delta
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,global_ppa_hypervolume,0.151026,0.151026,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,hv_auc,0.075513,0.125855,-0.050342,-0.400000
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,best_score,0.381544,0.381544,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,valid_ppa_count,34.000000,28.000000,6.000000,0.214286
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,ppa_front_points,1.000000,1.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,unique_ppa_points,1.000000,7.000000,-6.000000,-0.857143
problem_seed,1001:RTLLM:Prob004_adder_8bit,fused_rtl_state_pipeline_qd,classic_revolution,reference_beating_count,1.000000,2.000000,-1.000000,-0.500000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,global_ppa_hypervolume,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,hv_auc,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,best_score,0.052795,0.135230,-0.082435,-0.609591
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,valid_ppa_count,13.000000,13.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,ppa_front_points,2.000000,9.000000,-7.000000,-0.777778
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,unique_ppa_points,6.000000,11.000000,-5.000000,-0.454545
problem_seed,1001:RTLLM:Prob015_multi_pipe_8bit,fused_rtl_state_pipeline_qd,classic_revolution,reference_beating_count,0.000000,0.000000,0.000000,
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,global_ppa_hypervolume,0.145668,0.144948,0.000720,0.004967
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,hv_auc,0.087089,0.126181,-0.039092,-0.309809
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,best_score,0.500234,0.500234,0.000000,0.000000
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,valid_ppa_count,25.000000,16.000000,9.000000,0.562500
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,ppa_front_points,2.000000,2.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,unique_ppa_points,7.000000,11.000000,-4.000000,-0.363636
problem_seed,1001:RTLLM:Prob024_fsm,fused_rtl_state_pipeline_qd,classic_revolution,reference_beating_count,4.000000,8.000000,-4.000000,-0.500000
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,global_ppa_hypervolume,0.000000,0.000348,-0.000348,-1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,hv_auc,0.000000,0.000058,-0.000058,-1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,best_score,0.032565,0.084590,-0.052025,-0.615025
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,valid_ppa_count,17.000000,18.000000,-1.000000,-0.055556
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,ppa_front_points,2.000000,1.000000,1.000000,1.000000
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,unique_ppa_points,4.000000,6.000000,-2.000000,-0.333333
problem_seed,1001:RTLLM:Prob037_parallel2serial,fused_rtl_state_pipeline_qd,classic_revolution,reference_beating_count,1.000000,1.000000,0.000000,0.000000
problem_seed,1001:RTLLM:Prob041_traffic_light,fused_rtl_state_pipeline_qd,classic_revolution,global_ppa_hypervolume,0.242658,0.306692,-0.064034,-0.208789
problem_seed,1001:RTLLM:Prob041_traffic_light,fused_rtl_state_pipeline_qd,classic_revolution,hv_auc,0.186650,0.250632,-0.063982,-0.255283
problem_seed,1001:RTLLM:Prob041_traffic_light,fused_rtl_state_pipeline_qd,classic_revolution,best_score,0.407742,0.416779,-0.009037,-0.021683
problem_seed,1001:RTLLM:Prob041_traffic_light,fused_rtl_state_pipeline_qd,classic_revolution,valid_ppa_count,24.000000,20.000000,4.000000,0.200000
problem_seed,1001:RTLLM:Prob041_traffic_light,fused_rtl_state_pipeline_qd,classic_revolution,ppa_front_points,4.000000,2.000000,2.000000,1.000000
