method_key,family,covered_problem_count,headline_problem_count,mean_hv,mean_hv_auc,mean_hv_retention_pct,classic_hv_win_count,classic_hv_loss_count,classic_hv_tie_count
classic_revolution_8x5,classic,33,46,0.100205356919,0.0877376161576,100.0,0,0,46
qwen_canonical_rtl_pca3_8x5,encoder,28,46,0.0432335793526,0.038397401236,43.1449781548,1,18,27
masterrtl_rf_leafid_structural_delayed_8x5,encoder,31,46,0.0712662460671,0.0633405525298,71.1201958242,2,14,30
deepgate_delayed_high_exploit_8x5,encoder,27,46,0.0576476446717,0.0545573426375,57.5295038551,1,17,28
rf_deepgate_hybrid_delayed_8x5,encoder,27,46,0.0735284092163,0.0667002060622,73.3777229851,2,15,29
aurora_raw_impl_compact_delayed_8x5,learned_descriptor,31,46,0.0600070240792,0.0539501471398,59.8840480432,1,16,29
masterrtl_delayed_archive_activation_8x5,custom_qd,31,46,0.0624555546514,0.0599240639387,62.3275606931,1,16,29
fg_qdm_rf_leafid_front_credit_8x5,front_guarded_qd_memory,30,46,0.0613978621122,0.0591126686494,61.2720357474,1,16,29
