stage,seed,method_key,problem_count,covered_problem_count,mean_hv,mean_hv_auc,mean_pareto_point_count,mean_reference_beating_count,candidate_count,single_thought_count,c_f_count,operator_set,operator_status,cf_policy_status
rtllm_smoke,1001,classic_revolution_8x5,3,3,0.33399510795,0.243610501513,1.0,12.3333333333,103,0,20,classic,pass,observed
rtllm_smoke,1001,classic_no_cf_8x5,3,3,0.339492140365,0.302403325398,1.0,9.66666666667,97,0,0,one_parent,pass,pass
rtllm_smoke,1001,pcn_v3_no_cf_memory_8x5,3,3,0.346484736462,0.316930661493,1.33333333333,12.6666666667,102,0,0,one_parent,pass,pass
rtllm_smoke,1001,pcn_v3_cf_restored_memory_8x5,3,3,0.516854141393,0.312627381109,1.33333333333,12.6666666667,109,0,18,classic,pass,observed
