generation,problem_count,functionality_mean,synthesis_mean,best_score_mean,average_score_mean,diff_success_rate_mean,coverage_mean,qd_score_mean,best_quality_mean,new_filled_cells_mean,replaced_cells_mean
0,3,0.2222222222222222,0.2222222222222222,0.15446204471113995,0.10454185738265839,,0.0,0.0,,0.0,0.0
1,3,0.3333333333333333,0.3333333333333333,0.16351663319214765,0.1204975623354412,0.5,6.612141927083333e-05,0.6271204652894925,0.2530075187733185,2.3333333333333335,0.0
2,3,0.2222222222222222,0.2222222222222222,0.21600856751290454,0.15021367936072874,0.16666666666666666,0.0001068115234375,0.7877088766606617,0.29896095610228746,1.6666666666666667,0.3333333333333333
3,3,0.2222222222222222,0.2222222222222222,0.25635798885215644,0.14548147371709125,,0.00013224283854166666,0.93512752772537,0.30332599322693427,2.0,0.3333333333333333
