feature,count,finite_fraction,unique_count,unique_ratio,nonzero_fraction,min,max,mean,stddev,q25,q75,iqr,normalized_range_coverage,collapsed,near_collapsed
adder_ratio,260,1.0,51,0.19615384615384615,0.6153846153846154,0.0,0.42105263157894735,0.11296794631199973,0.13920027452087785,0.0,0.13333333333333333,0.13333333333333333,1.0,False,False
always_count,260,1.0,4,0.015384615384615385,0.6884615384615385,0.0,3.0,0.9769230769230769,0.8590279355660329,0.0,1.0,1.0,1.0,False,False
arith_count,260,1.0,10,0.038461538461538464,0.75,0.0,11.0,2.2,2.7467463269503765,0.75,2.0,1.25,1.0,False,False
arithmetic_cells,260,1.0,12,0.046153846153846156,0.6153846153846154,0.0,128.0,17.442307692307693,36.20466048492103,0.0,8.0,8.0,1.0,False,False
assign_count,260,1.0,9,0.03461538461538462,0.7346153846153847,0.0,18.0,2.0615384615384613,2.4487166062555055,0.0,3.0,3.0,1.0,False,False
ast_depth_est,260,1.0,18,0.06923076923076923,1.0,4.0,23.0,12.611538461538462,5.108727594336587,7.0,18.0,11.0,1.0,False,False
case_count,260,1.0,3,0.011538461538461539,0.36923076923076925,0.0,2.0,0.3769230769230769,0.500236630396588,0.0,1.0,1.0,1.0,False,False
cell_count_log,260,1.0,64,0.24615384615384617,1.0,1.0986122886681096,7.513163545234075,3.749103056281908,1.8205195532236151,2.772588722239781,4.51085950651685,1.7382707842770686,1.0,False,False
comb_ratio,260,1.0,47,0.18076923076923077,1.0,0.5,1.0,0.8773985413266571,0.13817876962806505,0.8235294117647058,1.0,0.17647058823529416,1.0,False,False
comb_width_log,260,1.0,48,0.18461538461538463,1.0,0.6931471805599453,7.350516171833998,2.9957371432100266,1.459400556420282,2.0794415416798357,3.8918202981106265,1.8123787564307907,1.0,False,False
combinational_cells,260,1.0,48,0.18461538461538463,1.0,1.0,1556.0,112.61923076923077,345.4798630658865,7.0,48.0,41.0,1.0,False,False
compare_count,260,1.0,24,0.09230769230769231,0.8115384615384615,0.0,44.0,6.607692307692307,6.835986399867366,1.0,10.0,9.0,1.0,False,False
control_count,260,1.0,12,0.046153846153846156,0.6230769230769231,0.0,11.0,3.0538461538461537,2.9659906594114513,0.0,6.0,6.0,1.0,False,False
control_pipeline_ratio,260,1.0,42,0.16153846153846155,1.0,0.16279069767441862,10.0,1.0995324191521791,1.2102819265891478,0.45454545454545453,1.0,0.5454545454545454,1.0,False,False
ctrl_depth_est,260,1.0,7,0.026923076923076925,0.7538461538461538,0.0,10.0,3.2653846153846153,2.8356850085042278,1.0,6.0,5.0,1.0,False,False
edge_per_node,260,1.0,69,0.2653846153846154,1.0,0.5,2.824123588829471,1.350171276380169,0.5420311948055303,0.875,1.75,0.875,1.0,False,False
ff_depth,260,1.0,5,0.019230769230769232,0.4346153846153846,0.0,129.0,10.023076923076923,33.41854975093356,0.0,1.0,1.0,1.0,False,False
for_count,260,1.0,6,0.023076923076923078,0.49615384615384617,0.0,5.0,0.7538461538461538,0.9532256045944412,0.0,1.0,1.0,1.0,False,False
fsm_state_count_est,260,1.0,4,0.015384615384615385,0.1423076923076923,0.0,5.0,0.19615384615384615,0.6415011057192757,0.0,0.0,0.0,1.0,False,False
hyper_cell_count,260,1.0,47,0.18076923076923077,1.0,2.0,1685.0,123.31153846153846,377.1212912690059,8.0,48.0,40.0,1.0,False,False
hyper_directed_edge_count,260,1.0,61,0.23461538461538461,1.0,1.0,4755.0,295.8692307692308,1007.4397778410039,9.0,61.0,52.0,1.0,False,False
hyper_driven_net_count,260,1.0,66,0.25384615384615383,1.0,4.0,2523.0,232.69230769230768,574.8217361951154,23.0,86.0,63.0,1.0,False,False
hyper_fanout_entropy,260,1.0,81,0.31153846153846154,1.0,2.0,8.610711543712759,5.336612259822259,1.6341935569559312,4.366729296672174,6.081481741998744,1.7147524453265701,1.0,False,False
hyper_max_fanout,260,1.0,17,0.06538461538461539,1.0,1.0,391.0,25.75769230769231,77.28627439629349,3.0,6.25,3.25,1.0,False,False
hyper_max_level,260,1.0,12,0.046153846153846156,0.6961538461538461,0.0,23.0,4.6461538461538465,7.141817844931185,0.0,4.0,4.0,1.0,False,False
hyper_max_level_delta,260,1.0,12,0.046153846153846156,0.6961538461538461,0.0,22.0,4.319230769230769,6.873165166666958,0.0,4.0,4.0,1.0,False,False
