problem_id,candidate_count,syntax_count,functionality_count,valid_ppa_count,valid_ppa_rate,best_fitness,hypervolume,pareto_count,style_cluster_count,front_style_cluster_count,unique_netlist_count,unique_motif_count,hv_per_valid_ppa,front_per_valid_ppa,motifs_per_valid_ppa
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob056_ece241_2013_q7,210,210,78,78,0.37142857142857144,-0.0,0.0,58,1,1,0,0,0.0,0.7435897435897436,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob057_kmap2,210,210,67,67,0.319047619047619,0.3779637377963738,0.14086471408647142,10,3,1,0,0,0.002102458419201066,0.14925373134328357,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,210,210,133,133,0.6333333333333333,0.49744460856720824,0.0,2,1,1,0,0,0.0,0.015037593984962405,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob059_wire4,210,210,203,203,0.9666666666666667,0.49450236966824646,0.0,2,4,1,0,0,0.0,0.009852216748768473,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob060_m2014_q4k,210,210,176,176,0.8380952380952381,0.6660319284802044,0.0,2,1,1,0,0,0.0,0.011363636363636364,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,210,210,157,157,0.7476190476190476,-0.0,0.0,156,2,2,0,0,0.0,0.9936305732484076,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob062_bugs_mux2,231,231,36,36,0.15584415584415584,-0.0,0.0,36,3,3,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob063_review2015_shiftcount,210,210,163,163,0.7761904761904762,-0.0,0.0,155,2,2,0,0,0.0,0.950920245398773,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,210,210,162,162,0.7714285714285715,-0.0,0.0,162,1,1,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob065_7420,210,210,177,177,0.8428571428571429,0.4942857142857143,0.0,41,5,3,0,0,0.0,0.23163841807909605,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob066_edgecapture,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,210,210,182,182,0.8666666666666667,0.11274250692424209,0.0003422508698876254,9,2,1,0,0,1.8804992850968428e-06,0.04945054945054945,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob068_countbcd,210,210,108,108,0.5142857142857142,0.6623602232369356,8.909678137877275e-05,4,1,1,0,0,8.249701979515995e-07,0.037037037037037035,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob069_truthtable1,210,210,203,203,0.9666666666666667,-0.0,0.0,203,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob070_ece241_2013_q2,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob071_always_casez,210,210,177,177,0.8428571428571429,0.15237740665886607,0.014466546112115732,13,3,3,0,0,8.173189893850696e-05,0.07344632768361582,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob072_thermostat,210,210,178,178,0.8476190476190476,0.0032467532467532374,0.0,150,6,6,0,0,0.0,0.8426966292134831,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob073_dff16e,210,210,180,180,0.8571428571428571,0.6653042328042328,0.0,19,2,1,0,0,0.0,0.10555555555555556,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob074_ece241_2014_q4,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob075_counter_2bc,210,210,176,176,0.8380952380952381,0.3701126126126126,0.04146396396396395,40,2,2,0,0,0.00023559070434070426,0.22727272727272727,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob076_always_case,210,210,187,187,0.8904761904761904,0.0378992628992629,0.0,98,6,3,0,0,0.0,0.5240641711229946,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob077_wire_decl,210,210,188,188,0.8952380952380953,0.4946511627906977,0.0,5,4,1,0,0,0.0,0.026595744680851064,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob078_dualedge,210,210,74,74,0.3523809523809524,-0.0,0.0,74,1,1,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob079_fsm3onehot,210,210,181,181,0.861904761904762,0.35654362416107377,0.1157718120805369,41,5,1,0,0,0.0006396232711631873,0.2265193370165746,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob080_timer,210,210,144,144,0.6857142857142857,0.03635077044167955,0.0,118,2,2,0,0,0.0,0.8194444444444444,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob081_7458,210,210,207,207,0.9857142857142858,0.49456,0.0,13,2,1,0,0,0.0,0.06280193236714976,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob082_lfsr32,210,210,95,95,0.4523809523809524,0.039981804687687056,0.0,60,2,2,0,0,0.0,0.631578947368421,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob083_mt2015_q4b,210,210,184,184,0.8761904761904762,-0.0,0.0,184,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob084_ece241_2013_q12,210,210,152,152,0.7238095238095238,0.6641091445427728,0.0,57,2,2,0,0,0.0,0.375,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob085_shift4,210,210,150,150,0.7142857142857143,-0.0,0.0,115,2,2,0,0,0.0,0.7666666666666667,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob086_lfsr5,210,210,123,123,0.5857142857142857,0.052835328697397675,0.0,1,1,1,0,0,0.0,0.008130081300813009,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob087_gates,210,210,184,184,0.8761904761904762,-0.0,0.0,184,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob088_ece241_2014_q5b,210,210,147,147,0.7,0.02646834477498093,0.0,106,2,2,0,0,0.0,0.7210884353741497,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob089_ece241_2014_q5a,210,210,83,83,0.3952380952380952,0.41248681261516174,0.05236060265740996,68,2,2,0,0,0.000630850634426626,0.8192771084337349,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob090_circuit1,210,210,202,202,0.9619047619047619,-0.0,0.0,202,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob091_2012_q2b,210,210,157,157,0.7476190476190476,0.24278115501519754,0.058890577507598775,59,4,2,0,0,0.00037509921979362275,0.37579617834394907,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob092_gatesv100,210,210,143,143,0.680952380952381,-0.0,0.0,143,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob093_ece241_2014_q3,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob094_gatesv,210,210,157,157,0.7476190476190476,-0.0,0.0,151,4,4,0,0,0.0,0.9617834394904459,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob095_review2015_fsmshift,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob096_review2015_fsmseq,210,210,106,106,0.5047619047619047,0.1582244081509003,0.002298789126192826,1,2,1,0,0,2.1686689869743642e-05,0.009433962264150943,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob097_mux9to1v,210,210,147,147,0.7,0.13363093424340303,0.019684319580717903,3,5,1,0,0,0.00013390693592325105,0.02040816326530612,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob098_circuit7,210,210,140,140,0.6666666666666666,0.4985593220338983,0.0,8,2,1,0,0,0.0,0.05714285714285714,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob099_m2014_q6c,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob100_fsm3comb,210,210,144,144,0.6857142857142857,-0.0,0.0,83,4,3,0,0,0.0,0.5763888888888888,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob101_circuit4,210,210,162,162,0.7714285714285715,-0.0,0.0,161,5,5,0,0,0.0,0.9938271604938271,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob102_circuit3,210,210,177,177,0.8428571428571429,-0.0,0.0,177,4,4,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob103_circuit2,210,210,191,191,0.9095238095238095,-0.0,0.0,184,4,4,0,0,0.0,0.9633507853403142,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob104_mt2015_muxdff,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob105_rotate100,210,210,167,167,0.7952380952380952,0.045769982726875824,0.0,1,2,1,0,0,0.0,0.005988023952095809,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob106_always_nolatches,210,210,180,180,0.8571428571428571,0.4378964941569282,0.1903171953255426,1,4,1,0,0,0.00105731775180857,0.005555555555555556,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob107_fsm1s,210,210,174,174,0.8285714285714286,0.017789001122334457,0.0,114,2,2,0,0,0.0,0.6551724137931034,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob108_rule90,210,210,17,17,0.08095238095238096,-0.07664333248962503,0.0,17,1,1,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob109_fsm1,210,210,157,157,0.7476190476190476,0.049181136543015,0.0,145,3,3,0,0,0.0,0.9235668789808917,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob110_fsm2,210,210,177,177,0.8428571428571429,-0.0,0.0,150,2,2,0,0,0.0,0.847457627118644,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob111_fsm2s,210,210,164,164,0.780952380952381,-0.0,0.0,151,2,2,0,0,0.0,0.9207317073170732,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob112_always_case2,210,210,87,87,0.4142857142857143,0.002577319587628859,0.0,35,5,4,0,0,0.0,0.40229885057471265,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob113_2012_q1g,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob114_bugs_case,210,210,180,180,0.8571428571428571,0.28885242913134623,0.08340169537872573,1,5,1,0,0,0.00046334275210403183,0.005555555555555556,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob115_shift18,210,210,139,139,0.6619047619047619,0.2549135953464532,0.01664015220335929,2,2,1,0,0,0.00011971332520402366,0.014388489208633094,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob116_m2014_q3,210,210,69,69,0.32857142857142857,0.5202072538860103,0.25616580310880827,35,4,4,0,0,0.003712547871142149,0.5072463768115942,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob117_circuit9,210,210,105,105,0.5,0.1377327935222672,0.0,8,2,2,0,0,0.0,0.0761904761904762,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob118_history_shift,210,210,137,137,0.6523809523809524,0.0072729203163985805,0.0,131,2,2,0,0,0.0,0.9562043795620438,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob119_fsm3,210,210,154,154,0.7333333333333333,-0.0,0.0,122,2,2,0,0,0.0,0.7922077922077922,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob120_fsm3s,210,210,174,174,0.8285714285714286,0.3256172839506173,0.011631229995427535,2,2,1,0,0,6.684614939900882e-05,0.011494252873563218,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob121_2014_q3bfsm,210,210,130,130,0.6190476190476191,-0.0,0.0,102,2,2,0,0,0.0,0.7846153846153846,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob122_kmap4,210,210,169,169,0.8047619047619048,-0.0,0.0,169,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob123_bugs_addsubz,210,210,188,188,0.8952380952380953,0.13914623069936424,0.01049046321525887,6,5,2,0,0,5.580033625137697e-05,0.031914893617021274,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob124_rule110,210,210,46,46,0.21904761904761905,-0.04817467144563914,0.0,13,2,1,0,0,0.0,0.2826086956521739,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob125_kmap3,210,210,130,130,0.6190476190476191,0.009090909090909127,0.0,25,5,2,0,0,0.0,0.19230769230769232,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob126_circuit6,210,210,173,173,0.8238095238095238,0.3524440518256773,0.12326266195524148,8,4,2,0,0,0.0007125009361574652,0.046242774566473986,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob127_lemmings1,210,210,142,142,0.6761904761904762,-0.0,0.0,124,2,2,0,0,0.0,0.8732394366197183,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob128_fsm_ps2,210,210,79,79,0.3761904761904762,0.16236263736263734,0.0,8,2,2,0,0,0.0,0.10126582278481013,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob129_ece241_2013_q8,210,210,137,137,0.6523809523809524,0.1699346405228758,0.004705882352941176,22,2,1,0,0,3.4349506225848e-05,0.16058394160583941,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob130_circuit5,210,210,173,173,0.8238095238095238,0.130061115355233,0.011841100076394193,32,4,3,0,0,6.844566518146933e-05,0.18497109826589594,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob131_mt2015_q4,210,210,148,148,0.7047619047619048,0.49452887537993917,0.0,72,4,4,0,0,0.0,0.4864864864864865,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob132_always_if2,210,210,186,186,0.8857142857142857,-0.0,0.0,185,5,5,0,0,0.0,0.9946236559139785,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob133_2014_q3fsm,210,210,55,55,0.2619047619047619,0.15648459383753502,0.003559423769507803,29,2,2,0,0,6.471679580923278e-05,0.5272727272727272,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob134_2014_q3c,210,210,119,119,0.5666666666666667,0.34485714285714286,0.11542857142857145,1,3,1,0,0,0.0009699879951980794,0.008403361344537815,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob136_m2014_q6,210,210,133,133,0.6333333333333333,0.362414474950566,0.024363483647435544,12,2,2,0,0,0.00018318408757470335,0.09022556390977443,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob137_fsm_serial,210,210,60,60,0.2857142857142857,0.11316719103604356,0.0,6,2,2,0,0,0.0,0.1,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob138_2012_q2fsm,210,210,130,130,0.6190476190476191,0.37001114827201786,0.020671389102390986,6,2,1,0,0,0.00015901068540300758,0.046153846153846156,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob139_2013_q2bfsm,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob140_fsm_hdlc,210,210,33,33,0.15714285714285714,0.1407314173551456,0.000727313868259215,21,2,2,0,0,2.203981418967318e-05,0.6363636363636364,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob141_count_clock,210,210,78,78,0.37142857142857144,0.19229117280629035,0.009263245153502714,10,2,2,0,0,0.0001187595532500348,0.1282051282051282,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob142_lemmings2,210,210,123,123,0.5857142857142857,0.1098955193891903,0.0008036970062286529,7,2,1,0,0,6.534122001858967e-06,0.056910569105691054,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob143_fsm_onehot,210,210,98,98,0.4666666666666667,0.19224411951684678,0.03547361729179911,46,3,2,0,0,0.00036197568665101134,0.46938775510204084,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob144_conwaylife,210,210,83,83,0.3952380952380952,0.22670718562302014,0.011268192789096994,1,2,1,0,0,0.00013576135890478307,0.012048192771084338,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob145_circuit8,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob146_fsm_serialdata,210,210,23,23,0.10952380952380952,-0.3987823439878235,0.0,5,1,1,0,0,0.0,0.21739130434782608,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob147_circuit10,210,210,27,27,0.12857142857142856,-0.0,0.0,26,2,2,0,0,0.0,0.9629629629629629,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob148_2013_q2afsm,210,210,126,126,0.6,0.133064590862756,0.00047658763255093405,5,2,1,0,0,3.7824415281820162e-06,0.03968253968253968,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob149_ece241_2013_q4,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,210,210,85,85,0.40476190476190477,-0.0,0.0,76,2,1,0,0,0.0,0.8941176470588236,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,210,210,6,6,0.02857142857142857,-0.182992436348141,0.0,4,2,2,0,0,0.0,0.6666666666666666,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob152_lemmings3,210,210,81,81,0.38571428571428573,0.2796398124467178,0.010201406649616367,16,2,2,0,0,0.00012594329197057244,0.19753086419753085,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob153_gshare,210,210,68,68,0.3238095238095238,0.26383771141832296,0.003917014959245039,4,2,2,0,0,5.7603161165368225e-05,0.058823529411764705,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob154_fsm_ps2data,210,210,105,105,0.5,-0.36031055294711445,0.0,22,2,1,0,0,0.0,0.20952380952380953,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob155_lemmings4,210,210,1,1,0.004761904761904762,-0.29904730253683387,0.0,1,1,1,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob156_review2015_fancytimer,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob001_accu,210,210,146,146,0.6952380952380952,0.07583123348604481,0.0,83,2,1,0,0,0.0,0.5684931506849316,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob002_adder_16bit,210,210,200,200,0.9523809523809523,0.5998532262531154,0.2051142342841318,102,5,5,0,0,0.001025571171420659,0.51,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob003_adder_32bit,210,210,164,164,0.780952380952381,0.8368315274494352,0.6744597525026996,72,4,4,0,0,0.004112559466479876,0.43902439024390244,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob004_adder_8bit,210,210,156,156,0.7428571428571429,0.5723161924021378,0.1510262891809909,6,5,1,0,0,0.0009681172383396852,0.038461538461538464,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob005_adder_bcd,210,210,173,173,0.8238095238095238,0.15518763796909496,0.022075055187637988,3,5,1,0,0,0.00012760147507305194,0.017341040462427744,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob006_adder_pipe_64bit,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob007_comparator_3bit,210,210,207,207,0.9857142857142858,0.11707741200455721,0.010313605564549981,23,3,2,0,0,4.9824181471255946e-05,0.1111111111111111,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob008_comparator_4bit,210,210,197,197,0.9380952380952381,0.41681818181818187,0.17090909090909093,1,5,1,0,0,0.0008675588371019845,0.005076142131979695,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob009_div_16bit,210,210,105,105,0.5,0.7845897607869439,0.615556747894776,1,5,1,0,0,0.005862445218045485,0.009523809523809525,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob010_radix2_div,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob011_multi_16bit,210,210,125,125,0.5952380952380952,0.4191035539039169,0.07534579534324312,7,2,2,0,0,0.000602766362745945,0.056,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob012_multi_8bit,210,210,161,161,0.7666666666666667,0.4487327101671035,0.19270683412365355,34,4,1,0,0,0.0011969368579108916,0.2111801242236025,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob013_multi_booth_8bit,210,210,27,27,0.12857142857142856,0.0,0.004629629629629626,27,2,2,0,0,0.0001714677640603565,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob014_multi_pipe_4bit,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob015_multi_pipe_8bit,210,210,130,130,0.6190476190476191,0.03791141422618264,0.0,21,1,1,0,0,0.0,0.16153846153846155,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob016_fixed_point_adder,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob017_fixed_point_substractor,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob018_float_multi,210,210,55,55,0.2619047619047619,0.0,0.027777777777777766,8,2,1,0,0,0.0005050505050505048,0.14545454545454545,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob019_sub_64bit,210,210,181,181,0.861904761904762,0.45117098947829215,0.2046378374998046,24,6,3,0,0,0.0011305957872917382,0.13259668508287292,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob020_JC_counter,210,210,169,169,0.8047619047619048,-0.0,0.0,127,1,1,0,0,0.0,0.7514792899408284,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob021_counter_12,210,210,204,204,0.9714285714285714,0.33055634223858527,0.0,10,2,1,0,0,0.0,0.049019607843137254,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob022_ring_counter,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob023_up_down_counter,210,210,197,197,0.9380952380952381,0.09925834320620168,0.0009267048373193625,196,2,2,0,0,4.704085468626205e-06,0.9949238578680203,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob024_fsm,210,210,112,112,0.5333333333333333,0.5101188614325931,0.25079762277134815,1,2,1,0,0,0.002239264489029894,0.008928571428571428,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob025_sequence_detector,210,210,21,21,0.1,0.25239645505516367,0.01413599109004198,1,2,1,0,0,0.0006731424328591419,0.047619047619047616,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob026_asyn_fifo,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob027_LIFObuffer,210,210,170,170,0.8095238095238095,0.2655568060777151,0.013303017892700282,17,2,2,0,0,7.825304642764872e-05,0.1,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob028_LFSR,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob029_barrel_shifter,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob030_right_shifter,210,210,172,172,0.819047619047619,-0.0,0.0,163,2,2,0,0,0.0,0.9476744186046512,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob031_freq_div,210,210,130,130,0.6190476190476191,0.13404470938897167,0.017931445603576752,127,1,1,0,0,0.0001379341969505904,0.9769230769230769,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob032_freq_divbyeven,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob033_freq_divbyfrac,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob034_freq_divbyodd,210,210,12,12,0.05714285714285714,0.06795816605253992,0.0,8,1,1,0,0,0.0,0.6666666666666666,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob035_calendar,210,210,189,189,0.9,0.03188558954991161,0.0,14,1,1,0,0,0.0,0.07407407407407407,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob036_edge_detect,210,210,185,185,0.8809523809523809,0.7525944490856772,0.3930103035366193,1,2,1,0,0,0.0021243800191168612,0.005405405405405406,0.0
