problem_id,candidate_count,syntax_count,functionality_count,valid_ppa_count,valid_ppa_rate,best_fitness,hypervolume,pareto_count,style_cluster_count,front_style_cluster_count,unique_netlist_count,unique_motif_count,hv_per_valid_ppa,front_per_valid_ppa,motifs_per_valid_ppa
RTLLM/Prob023_up_down_counter,210,171,124,123,0.5857142857142857,0.031166974369953915,0.0,123,1,1,9,3,0.0,1.0,0.024390243902439025
RTLLM/Prob024_fsm,207,49,20,19,0.09178743961352658,0.6834970284641851,0.3406318423522052,5,1,1,12,5,0.017927991702747642,0.2631578947368421,0.2631578947368421
RTLLM/Prob025_sequence_detector,209,65,8,8,0.03827751196172249,0.3624073069271116,0.04338963931804551,1,1,1,5,3,0.005423704914755688,0.125,0.375
RTLLM/Prob026_asyn_fifo,205,0,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob027_LIFObuffer,209,24,24,24,0.11483253588516747,0.12186560168297222,0.0,18,1,1,12,9,0.0,0.75,0.375
RTLLM/Prob028_LFSR,210,137,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob029_barrel_shifter,210,75,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob030_right_shifter,210,181,150,133,0.6333333333333333,-0.0,0.0,128,1,1,6,4,0.0,0.9624060150375939,0.03007518796992481
RTLLM/Prob031_freq_div,210,15,12,10,0.047619047619047616,0.32343467461500247,0.05207749627421761,2,1,1,6,4,0.005207749627421761,0.2,0.4
RTLLM/Prob032_freq_divbyeven,210,98,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob033_freq_divbyfrac,207,31,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob034_freq_divbyodd,208,41,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob035_calendar,210,68,66,40,0.19047619047619047,0.02338218818936739,0.0,33,1,1,15,5,0.0,0.825,0.125
RTLLM/Prob036_edge_detect,210,156,93,93,0.44285714285714284,0.15286036441867193,0.3558897243107769,5,2,1,27,9,0.003826771229148139,0.053763440860215055,0.0967741935483871
RTLLM/Prob037_parallel2serial,205,11,1,1,0.004878048780487805,-0.0,0.0,1,1,1,1,1,0.0,1.0,1.0
RTLLM/Prob038_pulse_detect,208,94,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob039_serial2parallel,208,20,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob040_synchronizer,210,23,23,23,0.10952380952380952,0.0,0.027777777777777766,23,1,1,12,3,0.0012077294685990333,1.0,0.13043478260869565
RTLLM/Prob041_traffic_light,202,0,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob042_width_8to16,204,23,22,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob043_RAM,209,71,70,70,0.3349282296650718,0.44449010410240736,0.09969244242165706,38,1,1,19,9,0.0014241777488808152,0.5428571428571428,0.12857142857142856
RTLLM/Prob044_ROM,210,166,75,68,0.3238095238095238,-0.0,0.0,52,4,3,4,2,0.0,0.7647058823529411,0.029411764705882353
RTLLM/Prob045_alu,203,0,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob046_clkgenerator,210,167,3,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
RTLLM/Prob047_instr_reg,210,113,86,86,0.4095238095238095,0.05684754521963826,0.0,1,2,1,9,6,0.0,0.011627906976744186,0.06976744186046512
RTLLM/Prob048_pe,210,145,94,94,0.44761904761904764,0.12343122086394455,0.0,12,1,1,10,10,0.0,0.1276595744680851,0.10638297872340426
RTLLM/Prob049_signal_generator,209,109,72,72,0.3444976076555024,0.26025712884096003,0.020152425231005903,23,2,1,12,6,0.000279894794875082,0.3194444444444444,0.08333333333333333
RTLLM/Prob050_square_wave,210,141,130,130,0.6190476190476191,0.2811531090168861,0.07897512297056049,8,1,1,60,45,0.0006075009459273884,0.06153846153846154,0.34615384615384615
aspdac2026/deepseek_clean_results/RTLLM/Prob001_accu,210,210,76,76,0.3619047619047619,0.18901235939509997,0.0,13,2,2,0,0,0.0,0.17105263157894737,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,210,210,181,181,0.861904761904762,0.6273615342010523,0.2592661312655774,23,5,1,0,0,0.00143240956500319,0.1270718232044199,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob003_adder_32bit,210,210,123,123,0.5857142857142857,0.8368315274494352,0.6744597525026996,54,5,2,0,0,0.005483412621973167,0.43902439024390244,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob004_adder_8bit,210,210,156,156,0.7428571428571429,0.33143146034955945,0.1048678318647985,75,4,3,0,0,0.0006722296914410161,0.4807692307692308,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,210,210,155,155,0.7380952380952381,0.21265636497424578,0.04513122393917097,8,5,1,0,0,0.00029116918670432884,0.05161290322580645,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob006_adder_pipe_64bit,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob007_comparator_3bit,210,210,205,205,0.9761904761904762,0.1526053846615099,0.022066318882292994,1,4,1,0,0,0.00010764057991362436,0.004878048780487805,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,210,210,194,194,0.9238095238095239,0.5885757575757575,0.341030303030303,1,4,1,0,0,0.0017578881599500155,0.005154639175257732,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob009_div_16bit,210,210,103,103,0.49047619047619045,0.7836105522021015,0.6140454579327819,1,4,1,0,0,0.005961606387696911,0.009708737864077669,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob010_radix2_div,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,210,210,71,71,0.3380952380952381,0.2755963183821623,0.006141341140206835,9,2,2,0,0,8.649776253812444e-05,0.1267605633802817,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob012_multi_8bit,210,210,104,104,0.49523809523809526,0.5061735876497947,0.2533916857303013,5,4,2,0,0,0.0024364585166375126,0.04807692307692308,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob013_multi_booth_8bit,210,210,20,20,0.09523809523809523,0.0,0.004629629629629626,20,1,1,0,0,0.0002314814814814813,1.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob014_multi_pipe_4bit,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob015_multi_pipe_8bit,210,210,80,80,0.38095238095238093,0.2636037238514288,0.0014633065459330582,17,1,1,0,0,1.8291331824163227e-05,0.2125,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob016_fixed_point_adder,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob017_fixed_point_substractor,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob018_float_multi,210,210,55,55,0.2619047619047619,0.0,0.027777777777777776,11,2,2,0,0,0.000505050505050505,0.2,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob019_sub_64bit,210,210,141,141,0.6714285714285714,0.4531897346903679,0.20538045432515675,16,7,3,0,0,0.0014565989668450833,0.11347517730496454,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,210,210,123,123,0.5857142857142857,-0.0,0.0,82,1,1,0,0,0.0,0.6666666666666666,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob021_counter_12,210,210,189,189,0.9,0.33267251958840743,0.00675142614394951,12,2,2,0,0,3.572183144946831e-05,0.06349206349206349,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob022_ring_counter,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,210,210,143,143,0.680952380952381,0.253222496239256,0.015434428842250077,7,2,1,0,0,0.00010793306882692361,0.04895104895104895,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob024_fsm,210,210,62,62,0.29523809523809524,0.6451986237097278,0.4226775101657804,2,2,1,0,0,0.006817379196222265,0.03225806451612903,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob025_sequence_detector,210,210,28,28,0.13333333333333333,0.3624073069271116,0.04338963931804551,4,2,1,0,0,0.0015496299756444824,0.14285714285714285,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob026_asyn_fifo,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob027_LIFObuffer,210,210,76,76,0.3619047619047619,0.28507382071769327,0.01906094586548925,11,2,2,0,0,0.00025080191928275326,0.14473684210526316,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob028_LFSR,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,210,210,2,2,0.009523809523809525,0.11960408684546614,0.014303959131545337,1,2,1,0,0,0.0071519795657726684,0.5,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob030_right_shifter,210,210,126,126,0.6,0.023938572719060514,0.0,116,1,1,0,0,0.0,0.9206349206349206,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob031_freq_div,210,210,81,81,0.38571428571428573,0.23099254843517142,0.058634873323397924,17,1,1,0,0,0.0007238873249802213,0.20987654320987653,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob032_freq_divbyeven,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob033_freq_divbyfrac,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob034_freq_divbyodd,210,210,2,2,0.009523809523809525,-0.20849144805587638,0.0,1,1,1,0,0,0.0,0.5,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,210,210,142,142,0.6761904761904762,0.046296617118833934,8.337375697307784e-05,29,1,1,0,0,5.871391336132243e-07,0.20422535211267606,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob036_edge_detect,210,210,156,156,0.7428571428571429,0.9611909403137474,0.8847479810637705,1,4,1,0,0,0.005671461417075452,0.00641025641025641,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob037_parallel2serial,210,210,92,92,0.4380952380952381,0.2180541247649416,0.007996075545744424,4,2,2,0,0,8.691386462765678e-05,0.043478260869565216,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,210,210,4,4,0.01904761904761905,0.27891446433645917,0.0210287013356067,3,2,1,0,0,0.005257175333901675,0.75,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob039_serial2parallel,210,210,7,7,0.03333333333333333,-0.1455882352941176,0.0,2,1,1,0,0,0.0,0.2857142857142857,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob040_synchronizer,210,210,157,157,0.7476190476190476,0.0,0.027777777777777752,157,1,1,0,0,0.0001769285208775653,1.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob041_traffic_light,210,210,95,95,0.4523809523809524,0.6813280682643428,0.37997621641249085,5,2,1,0,0,0.003999749646447272,0.05263157894736842,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob042_width_8to16,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob043_RAM,210,210,82,82,0.3904761904761905,0.4884037998225401,0.11687591172597536,10,2,2,0,0,0.001425315996658236,0.12195121951219512,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob044_ROM,210,210,122,122,0.580952380952381,-0.0,0.0,50,5,4,0,0,0.0,0.4098360655737705,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob045_alu,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob046_clkgenerator,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob047_instr_reg,210,210,158,158,0.7523809523809524,0.805969209389182,0.4672920330923067,2,3,1,0,0,0.0029575445132424476,0.012658227848101266,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob048_pe,210,210,112,112,0.5333333333333333,0.11193580574671953,0.0,1,1,1,0,0,0.0,0.008928571428571428,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob049_signal_generator,210,210,35,35,0.16666666666666666,0.2741941237279797,0.023776047433426522,29,2,2,0,0,0.0006793156409550435,0.8285714285714286,0.0
aspdac2026/deepseek_clean_results/RTLLM/Prob050_square_wave,210,210,186,186,0.8857142857142857,0.9971985610632917,0.9915956912189978,3,2,1,0,0,0.005331159630209666,0.016129032258064516,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,210,210,178,178,0.8476190476190476,-0.0,0.0,178,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,210,210,175,175,0.8333333333333334,-0.0,0.0,174,6,6,0,0,0.0,0.9942857142857143,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,210,210,166,166,0.7904761904761904,-0.0,0.0,166,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,210,210,192,192,0.9142857142857143,0.4944962962962963,0.0,5,3,2,0,0,0.0,0.026041666666666668,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,210,210,194,194,0.9238095238095239,-0.0,0.0,194,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,210,210,187,187,0.8904761904761904,0.4944970414201183,0.0,46,4,4,0,0,0.0,0.24598930481283424,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,210,210,182,182,0.8666666666666667,0.49450236966824646,0.0,2,7,1,0,0,0.0,0.01098901098901099,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,210,210,158,158,0.7523809523809524,0.49450236966824646,0.0,1,4,1,0,0,0.0,0.006329113924050633,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,210,210,184,184,0.8761904761904762,-0.0,0.0,137,5,2,0,0,0.0,0.7445652173913043,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,210,210,202,202,0.9619047619047619,-0.0,0.0,202,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,210,210,181,181,0.861904761904762,0.49422222222222223,0.0,24,7,2,0,0,0.0,0.13259668508287292,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,210,210,188,188,0.8952380952380953,-0.0,0.0,188,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,210,210,188,188,0.8952380952380953,-0.0,0.0,188,7,7,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,210,210,198,198,0.9428571428571428,-0.0,0.0,198,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,210,210,198,198,0.9428571428571428,-0.0,0.0,198,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,210,210,192,192,0.9142857142857143,0.6364511278195488,0.334944962406015,2,3,1,0,0,0.0017445050125313281,0.010416666666666666,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,210,210,186,186,0.8857142857142857,-0.0,0.0,186,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,210,210,165,165,0.7857142857142857,0.53641980697415,0.08479088866256042,6,6,3,0,0,0.0005138841737124874,0.03636363636363636,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,210,210,198,198,0.9428571428571428,-0.0,0.0,198,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,210,210,207,207,0.9857142857142858,-0.0,0.0,207,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,210,210,168,168,0.8,0.36054389908829776,0.11550830523292122,1,2,1,0,0,0.0006875494359102454,0.005952380952380952,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,210,210,195,195,0.9285714285714286,-0.0,0.0,195,6,6,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,210,210,175,175,0.8333333333333334,-0.0,0.0,175,4,4,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,210,210,204,204,0.9714285714285714,0.49464780600461894,0.0,4,5,2,0,0,0.0,0.0196078431372549,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,210,210,194,194,0.9238095238095239,-0.0,0.0,193,3,2,0,0,0.0,0.9948453608247423,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,210,210,124,124,0.5904761904761905,0.4945088676671214,0.0,13,3,1,0,0,0.0,0.10483870967741936,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,210,210,198,198,0.9428571428571428,-0.0,0.0,186,5,4,0,0,0.0,0.9393939393939394,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,210,210,59,59,0.28095238095238095,0.31210392902408113,0.09695817490494296,58,2,2,0,0,0.0016433588966939484,0.9830508474576272,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob029_m2014_q4g,210,210,201,201,0.9571428571428572,0.49478932584269664,0.0,3,4,1,0,0,0.0,0.014925373134328358,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob030_popcount255,210,210,137,137,0.6523809523809524,0.06581100092050644,0.0027510985289264807,6,5,2,0,0,2.0081011160047305e-05,0.043795620437956206,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob031_dff,210,210,149,149,0.7095238095238096,0.4986923076923077,0.0,6,3,2,0,0,0.0,0.040268456375838924,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob032_vector0,210,210,200,200,0.9523809523809523,0.4945275590551181,0.0,1,5,1,0,0,0.0,0.005,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob033_ece241_2014_q1c,210,210,166,166,0.7904761904761904,0.38351996105160663,0.14569133398247322,18,5,2,0,0,0.0008776586384486338,0.10843373493975904,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob034_dff8,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob035_count1to10,210,210,178,178,0.8476190476190476,0.07777434259843552,0.0,141,2,2,0,0,0.0,0.7921348314606742,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob036_ringer,210,210,197,197,0.9380952380952381,-0.0,0.0,196,4,4,0,0,0.0,0.9949238578680203,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob037_review2015_count1k,210,210,155,155,0.7380952380952381,0.017543859649122823,0.0,18,1,1,0,0,0.0,0.11612903225806452,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob038_count15,210,210,165,165,0.7857142857142857,0.04093708165997321,0.0,11,2,1,0,0,0.0,0.06666666666666667,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob039_always_if,210,210,138,138,0.6571428571428571,0.49469298245614035,0.0,3,3,1,0,0,0.0,0.021739130434782608,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob040_count10,210,210,182,182,0.8666666666666667,0.07361455748552524,0.0,167,2,2,0,0,0.0,0.9175824175824175,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob041_dff8r,210,210,157,157,0.7476190476190476,0.4980696798493409,0.0035682426404995463,28,2,1,0,0,2.272766013057036e-05,0.17834394904458598,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob042_vector4,210,210,194,194,0.9238095238095239,-0.0,0.0,194,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,210,210,152,152,0.7238095238095238,-0.0,0.0,127,2,2,0,0,0.0,0.8355263157894737,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob044_vectorgates,210,210,203,203,0.9666666666666667,0.4943992248062015,0.0,24,4,2,0,0,0.0,0.11822660098522167,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob045_edgedetect2,210,210,91,91,0.43333333333333335,-0.0,0.0,88,1,1,0,0,0.0,0.967032967032967,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,210,210,188,188,0.8952380952380953,0.431039213229767,0.0,178,2,2,0,0,0.0,0.9468085106382979,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob047_dff8ar,210,210,184,184,0.8761904761904762,0.4988501326259947,0.0,3,1,1,0,0,0.0,0.016304347826086956,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob048_m2014_q4c,210,210,187,187,0.8904761904761904,0.49839669421487603,0.0,1,2,1,0,0,0.0,0.0053475935828877,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,210,210,121,121,0.5761904761904761,-0.0,0.0,112,3,1,0,0,0.0,0.9256198347107438,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob050_kmap1,210,210,200,200,0.9523809523809523,-0.0,0.0,200,5,5,0,0,0.0,1.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob051_gates4,210,210,195,195,0.9285714285714286,0.494739507959479,0.0,23,4,4,0,0,0.0,0.11794871794871795,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,210,210,165,165,0.7857142857142857,0.3684277734754741,0.1323507604092864,4,5,2,0,0,0.0008021258206623418,0.024242424242424242,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob053_m2014_q4d,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob054_edgedetect,210,210,86,86,0.4095238095238095,0.0707671957671958,0.0,20,1,1,0,0,0.0,0.23255813953488372,0.0
aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,210,210,196,196,0.9333333333333333,0.5682405988363843,0.21697672768553994,7,4,1,0,0,0.0011070241208445916,0.03571428571428571,0.0
