seed,slice,problem_count,classic_mean_hv,aux_mean_hv,hv_delta,relative_hv_delta_percent
1001,all,8,0.14064478405974706,0.1339157308039924,-0.006729053255754652,-4.784431431809156
1001,without_prob135,7,0.16073689606828237,0.12467243033588882,-0.03606446573239355,-22.436955431236562
1001,rtllm_only,5,0.1452769769634218,0.094757646132541,-0.05051933083088078,-34.77449206807261
1002,all,8,0.15936940200276137,0.12247212462191491,-0.03689727738084646,-23.15204607482128
1002,without_prob135,7,0.18213645943172727,0.1399681424250456,-0.042168317006681666,-23.15204607482128
1002,rtllm_only,5,0.17530236639089364,0.11599072306063855,-0.059311643330255084,-33.833909120200055
1003,all,8,0.13253100841854415,0.12202650313911459,-0.01050450527942956,-7.926073607057636
1003,without_prob135,7,0.1514640096211933,0.13945886073041666,-0.01200514889077664,-7.926073607057636
1003,rtllm_only,5,0.13200380293070774,0.1155578454370911,-0.01644595749361663,-12.458699771134281
