backend,benchmark,problem_count,pareto_valid_problem_count,mean_hypervolume,mean_pareto_point_count,mean_reference_beating_count,hypervolume_win_count
classic_revolution_8x5,ALL,8,8,0.14064478405974706,3.25,8.0,5
classic_revolution_8x5,RTLLM,5,5,0.1452769769634218,3.6,10.6,4
classic_revolution_8x5,VerilogEval-Spec-to-RTL,3,3,0.13292446255362253,2.6666666666666665,3.6666666666666665,1
masterrtl_aux_archive_adaptive_sparse_front_8x5,ALL,8,8,0.09456665303293278,2.375,4.875,0
masterrtl_aux_archive_adaptive_sparse_front_8x5,RTLLM,5,5,0.11148590083187156,2.2,6.6,0
masterrtl_aux_archive_adaptive_sparse_front_8x5,VerilogEval-Spec-to-RTL,3,3,0.06636790670136818,2.6666666666666665,2.0,0
masterrtl_aux_archive_high_exploit_8x5,ALL,8,8,0.1339157308039924,1.75,4.0,1
masterrtl_aux_archive_high_exploit_8x5,RTLLM,5,5,0.094757646132541,1.8,5.0,0
masterrtl_aux_archive_high_exploit_8x5,VerilogEval-Spec-to-RTL,3,3,0.1991792052564114,1.6666666666666667,2.3333333333333335,1
masterrtl_delayed_archive_activation_8x5,ALL,8,8,0.13239916789278786,2.0,6.0,2
masterrtl_delayed_archive_activation_8x5,RTLLM,5,5,0.1319511686340949,1.8,7.8,1
masterrtl_delayed_archive_activation_8x5,VerilogEval-Spec-to-RTL,3,3,0.13314583332394275,2.3333333333333335,3.0,1
